beneficiaria_id;beneficiaria_nome;id;secretaria_id;secretaria_sigla;valor_recurso;valor_repasse;ano_recurso;beneficiaria_nome_norm;match_name;match_cnpj;match_type;score;cd_natureza_juridica;natureza_juridica_desc
27;APM DA UME CIDADE DE SANTOS;2238;12;SEDUC;42384,0;7064,0;2022;APM DA UME CIDADE DE SANTOS;LOJA MACONICA CIDADE DE SANTOS N 4452;55673974000128,0;Substring;0,5925925925925926;3999,0;Associacao Privada
196;CONSELHO CENTRAL DE SANTOS DA SOCIEDADE SÃƒO VICENTE DE PAULO;2242;19;SEDS;235393,67;19616,14;2022;CONSELHO CENTRAL DE SANTOS DA SOCIEDADE SAO VICENTE DE PAULO;CONSELHO CENTRAL DE SANTOS DA SOCIEDADE DE SAO VICENTE DE PAULO;58236456000135,0;Fuzzy;0,975609756097561;3999,0;Associacao Privada
169;ASSOCIAÇÃO EQUOTERAPIA;2243;13;SMS;87088,25;87088,35;2022;ASSOCIACAO EQUOTERAPIA;ASSOCIACAO EQUOTERAPIA;4312650000123,0;Exact;1,0;3999,0;Associacao Privada
469;LAR EVANGÃ‰LICO DE AMPARO Ã€ VELHICE;2244;19;SEDS;610147,2;50845,6;2022;LAR EVANGALICO DE AMPARO A VELHICE;LAR EVANGELICO DE AMPARO A VELHICE;52246451000107,0;Fuzzy;0,9705882352941176;3999,0;Associacao Privada
527;VITAE DOMINI INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL;2247;30;SEMULHER;349842,74;51760,7;2022;VITAE DOMINI INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL;VITAE DOMINI - INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL;7794427000158,0;Fuzzy;0,9833333333333333;3999,0;Associacao Privada
107;ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS;2252;19;SEDS;620804,95;51733,7;2022;ASSOCIACAO CASA DA CRIANCA DE SANTOS;ASSOCIACAO CASA DA CRIANCA DE SANTOS;58218215000163,0;Exact;1,0;3999,0;Associacao Privada
181;CASA DO PARAPLÃ‰GICO DE SANTOS;2256;19;SEDS;269207,65;22433,97;2022;CASA DO PARAPLAGICO DE SANTOS;CASA DO PARAPLEGICO DE SANTOS;58263898000170,0;Fuzzy;0,9655172413793104;3999,0;Associacao Privada
181;CASA DO PARAPLÃ‰GICO DE SANTOS;2257;19;SEDS;68770,46;5730,87;2022;CASA DO PARAPLAGICO DE SANTOS;CASA DO PARAPLEGICO DE SANTOS;58263898000170,0;Fuzzy;0,9655172413793104;3999,0;Associacao Privada
188;CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO;2261;19;SEDS;496696,26;13226,51;2022;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;58198128000191,0;Exact;1,0;3999,0;Associacao Privada
181;CASA DO PARAPLÃ‰GICO DE SANTOS;2262;19;SEDS;158718,15;13226,51;2022;CASA DO PARAPLAGICO DE SANTOS;CASA DO PARAPLEGICO DE SANTOS;58263898000170,0;Fuzzy;0,9655172413793104;3999,0;Associacao Privada
