id_osc;cd_identificador_osc;tx_razao_social_osc;tx_nome_fantasia_osc;dt_fundacao_osc;tx_nome_classe_atividade_economica;cd_natureza_juridica_osc;edmu_cd_municipio;edmu_nm_municipio;eduf_cd_uf;eduf_sg_uf;id_osc.1;HabitaÃ§Ã£o;SaÃºde;Cultura e recreaÃ§Ã£o;EducaÃ§Ã£o e pesquisa;AssistÃªncia social;ReligiÃ£o;AssociaÃ§Ãµes patronais, profissionais e de produtores rurais;Meio ambiente e proteÃ§Ã£o animal;Desenvolvimento e defesa de direitos;Outros;Outras atividades associativas;id_osc.2;Hab sub HabitaÃ§Ã£o;Hab sub Outros;Saude sub Hospitais;Saude sub Outros serviÃ§os de saÃºde;Saude sub Outros;Cultura sub Cultura e arte;Cultura sub Esporte e recreaÃ§Ã£o;Cultura sub Outros;Educacao sub EducaÃ§Ã£o infantil;Educacao sub Ensino fundamental;Educacao sub Ensino mÃ©dio;Educacao sub EducaÃ§Ã£o superior;Educacao sub Estudos e pesquisas;Educacao sub EducaÃ§Ã£o profissional;Educacao sub Outras formas de educaÃ§Ã£o/ensino;Educacao sub Outros;Educacao sub Atividades de apoio Ã  educaÃ§Ã£o;Ass Social sub AssistÃªncia social;Ass Social sub Outros;Religiao sub ReligiÃ£o;Religiao sub Outros;Ass Patronais sub AssociaÃ§Ãµes empresariais e patronais;Ass Patronais sub AssociaÃ§Ãµes profissionais;Ass Patronais sub AssociaÃ§Ãµes de produtores rurais;Ass Patronais sub Cooperativas sociais;Ass Patronais sub Outros;Meio Amb sub Meio ambiente;Meio Amb sub ProteÃ§Ã£o animal;Meio Amb sub Outros;Desenv e Def sub AssociaÃ§Ãµes de moradores;Desenv e Def sub Centros e associaÃ§Ãµes comunitÃ¡rias;Desenv e Def sub Desenvolvimento rural;Desenv e Def sub Emprego e treinamento;Desenv e Def sub Defesa de direitos de grupos e minorias;Desenv e Def sub Outros;Desenv e Def sub AssociaÃ§Ãµes de pais, professores, alunos e a;Desenv e Def sub AssociaÃ§Ãµes patronais e profissionais;Desenv e Def sub Cultura e recreaÃ§Ã£o;Desenv e Def sub Defesa de direitos e interesses - mÃºltiplas ;Desenv e Def sub Meio ambiente e proteÃ§Ã£o animal;Desenv e Def sub Outras formas de desenvolvimento e defesa de d;Desenv e Def sub ReligiÃ£o;Desenv e Def sub SaÃºde, assistÃªncia social e educaÃ§Ã£o;Outras sub AssociaÃ§Ãµes de atividades nÃ£o especificadas anter
635139;51679090000120;AUGUSTA E RESPEITAVEL LOJA SIMBOLICA XV DE NOVEMBRO 38;;1981-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;635139;;;;;;1;;;1;;;635139;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;
635141;51679900000148;CHOROES SANTISTAS CLUBE;;1981-01-01 00:00:00;Clubes sociais, esportivos e similares;3999;3548500;Santos;35;SP;635141;;;1;;;;;;;;;635141;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
635142;51680593000115;UNIAO BRASILEIRA DE TROVADORES SECAO SANTOS;;1981-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;635142;;;;;;;;;1;;;635142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
635398;51650778000187;SOCIEDADE AMIGOS DO MORRO DO PACHECO;;1980-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;635398;;;;;;;;;1;;;635398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
635399;51650968000102;CENTRO FRATERNO DE AMIZADE;C V V;1980-01-01 00:00:00;ServiÃ§os de assistÃªncia social sem alojamento;3999;3548500;Santos;35;SP;635399;;;;;1;;;;;;;635399;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
635402;51681047000107;CENTRO DOS PROPRIETARIOS DE VEICULOS DE SANTOS;;1981-01-01 00:00:00;Atividades de organizaÃ§Ãµes associativas patronais e empresariais;3999;3548500;Santos;35;SP;635402;;;;;;;1;;;;;635402;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
635403;51681187000177;SOC DE MELHORAMENTOS DO BAIRRO DA PONTA DA PRAIA;;1981-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;635403;;;;;;;;;1;;;635403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
635405;51681641000190;SOCIEDADE DE MELHORAMENTOS DO MONTE SERRAT;;1981-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;635405;;;;;;;;;1;;;635405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
635407;51681906000150;ASSOC PRO BENEFICENCIA E MELHORAMENTOS DA VILA ALEMOA;;1982-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;635407;;;;;;;;;1;;;635407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
635408;51682524000140;ASSOCIACAO MOSAICO DE SANTOS;MOSAICO CLUBE;1982-01-01 00:00:00;Atividades esportivas nÃ£o especificadas anteriormente;3999;3548500;Santos;35;SP;635408;;;1;;;;;;;;;635408;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
635409;51682813000140;IGREJA EVANGELICA PENTECOSTAL O BRASIL PARA CRISTO;;1982-01-01 00:00:00;Atividades de organizaÃ§Ãµes religiosas;3999;3548500;Santos;35;SP;635409;;;;;;1;;;;;;635409;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
635551;50948967001492;ASSOCIACAO DOS APOSENTADOS DA FUNDACAO CESP;;1994-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;635551;;;;;;;;;1;;;635551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
635587;51651859000100;CENTRO DE UMBANDA ESTRELA GUIA;;1980-01-01 00:00:00;Atividades de organizaÃ§Ãµes religiosas;3069;3548500;Santos;35;SP;635587;;;;;;1;;;;;;635587;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
635588;51652345000160;FUNDACAO DE ROTARIANOS DE SANTOS;;1980-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;635588;;;;;;;;;1;;;635588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
635589;51652360000109;SOCIEDADE DE MELHORAMENTOS DOS AMIGOS DA VILA S BENTO;;1980-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;635589;;;;;;;;;1;;;635589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
635590;51653269000108;SOCIEDADE UNIVERSITARIA DE SANTOS;SUSAN;1986-01-01 00:00:00;EducaÃ§Ã£o superior - graduaÃ§Ã£o;3999;3548500;Santos;35;SP;635590;;;;1;;;;;;;;635590;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
635591;51654101000117;SOCIEDADE DE MELHORAMENTOS DO BAIRRO DO MARAPE;;1980-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;635591;;;;;;;;;1;;;635591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
635592;51654382000108;SOCIEDADE DE MELHORAMENTOS DO BAIRRO J PIRATININGA;;1981-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;635592;;;;;;;;;1;;;635592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
635874;49181241000173;COLIGACAO DAS LOJAS MACONICAS DA BAIXADA SANTISTA;;1977-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;635874;;;;;;1;;;1;;;635874;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;
636279;52247517000183;RANCHO FOLCLORICO TIPICO MADEIRENSE DO MORRO DE S BENTO;;1983-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;636279;;;;;;;;;1;;;636279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
636281;52249026000171;USE INTERMUNICIPAL SE SANTOS;U S E;1984-01-01 00:00:00;Atividades de organizaÃ§Ãµes religiosas;3999;3548500;Santos;35;SP;636281;;;;;;1;;;;;;636281;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
636282;52259371000196;ASSOCIACAO DOS SERVIDORES DO HOSPITAL GUILHERME ALVARO;ASHGA;1985-01-01 00:00:00;Atividades de organizaÃ§Ãµes associativas profissionais;3999;3548500;Santos;35;SP;636282;;;;;;;1;;;;;636282;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;
636350;54348784000172;GRUPO 25 DIMENSAO;;1985-01-01 00:00:00;Atividades de organizaÃ§Ãµes religiosas;3220;3548500;Santos;35;SP;636350;;;;;;1;;;;;;636350;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
636362;52249901000115;CASA DE CARIDADE JESUS E AS CRIANCAS;;1984-01-01 00:00:00;ServiÃ§os de assistÃªncia social sem alojamento;3999;3548500;Santos;35;SP;636362;;;;;1;;;;;;;636362;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
636364;52250057000142;CLUBE RECREATIVO ESPORTIVO SOCIAL TODO BELO TODO BRANCO;TODO BELO TODO BRANCO;1984-01-01 00:00:00;Clubes sociais, esportivos e similares;3999;3548500;Santos;35;SP;636364;;;1;;;;;;;;;636364;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
636367;52250347000196;ASSOCIACAO DO RECANTO DA SOPA FRATERNA JOAO XXIII;;1984-01-01 00:00:00;Atividades de assistÃªncia social prestadas em residÃªncias coletivas e particulares;3999;3548500;Santos;35;SP;636367;;;;;1;;;;;;;636367;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
636369;52251345000111;ASSOCIACAO DOS PROPRIETARIOS DE PADARIAS DE SANTOS;;1984-01-01 00:00:00;Atividades de organizaÃ§Ãµes associativas patronais e empresariais;3999;3548500;Santos;35;SP;636369;;;;;;;1;;;;;636369;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
636456;52252244000165;NUCLEO ESPIRITA CARITAS;;1984-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;636456;;;;;;1;;;;;;636456;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
636656;54209481001140;EXERCITO DE SALVACAO;SANTOS;1985-01-01 00:00:00;Atividades de organizaÃ§Ãµes religiosas;3999;3548500;Santos;35;SP;636656;;;;;;1;;;;;;636656;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
636940;52262599000135;ASSOCIACAO DOS PROTETICOS DENTARIOS DA BAIXADA SANTISTA E LITORAL;;1985-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;636940;;;;;;;;;1;;;636940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
637031;52255056000190;IGREJA EVANGELICA MONTE SIAO DE SANTOS;;1984-01-01 00:00:00;Atividades de organizaÃ§Ãµes religiosas;3999;3548500;Santos;35;SP;637031;;;;;;1;;;;;;637031;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
637032;52263043000163;ASSOC BENEF DOS APOSENT EPENS DOS VIGIAS PORT DE SANTOS;;1985-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;637032;;;;;;;;;1;;;637032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
637083;54346226000178;SOCIEDADE DE MELHORAMENTOS DO BAIRRO E MORROS JABAQUARA;;1985-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;637083;;;;;;;;;1;;;637083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
637084;54356621000131;CEP CENTRO DE ESTUDOS E PESQUISAS DO HOSPITAL SAO LUCAS;;1986-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;637084;;;;;;;;;1;;;637084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
637574;52258761000141;GRUPO ESPIRITA FRATERNIDADE;;1985-01-01 00:00:00;Atividades de organizaÃ§Ãµes religiosas;3999;3548500;Santos;35;SP;637574;;;;;;1;;;;;;637574;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
637672;54748793000231;CLUBE DOS EMPREGADOS DA PETROBRAS - CEPE;ESPACO CEPE;2009-01-01 00:00:00;Clubes sociais, esportivos e similares;3999;3548500;Santos;35;SP;637672;;;1;;;;;;;;;637672;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
637680;52246204000100;CLUBE DOS CRIADORES DE CURIO DE SANTOS;;1983-01-01 00:00:00;Clubes sociais, esportivos e similares;3999;3548500;Santos;35;SP;637680;;;1;;;;;;;;;637680;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
638051;55671473000102;CENTRO ESPIRITA APRENDIZES DO EVANGELHO;CEAE;1986-01-01 00:00:00;Atividades de organizaÃ§Ãµes religiosas;3999;3548500;Santos;35;SP;638051;;;;;;1;;;;;;638051;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
638053;55671911000132;ASSOCIACAO DA IGREJA EPISCOPAL DE TODOS OS SANTOS;PAROQUIA DE TODOS OS SANTOS;1982-01-01 00:00:00;Atividades de organizaÃ§Ãµes religiosas;3999;3548500;Santos;35;SP;638053;;;;;;1;;;;;;638053;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
638129;55673255000107;FUNDACAO PINACOTECA BENEDICTO CALIXTO;;1986-01-01 00:00:00;Artes cÃªnicas, espetÃ¡culos e atividades complementares;3999;3548500;Santos;35;SP;638129;;;1;;;;;;;;;638129;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
638130;55674196000191;G R E S MOCIDADE INDEPENDENTE DO PADRE PAULO;G R E S MOCIDADE INDEPENDENTE DO PADRE PAULO;1983-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;638130;;;;;;;;;1;;;638130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
638402;55677173000130;IRMANDADE DO SANTISSIMO SACRAMENTO DA CATEDRAL;CATEDRAL;1983-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;638402;;;;;;1;;;;;;638402;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
638403;55677918000161;GREMIO DOS EMPREGADOS DA FEMCO;GREFE;1987-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;638403;;;;;;;;;1;;;638403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
638485;55678536000152;CIA PERNILONGOS INSOLENTES PINTAM DE HUMOR A TRAGEDIA;;1987-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;638485;;;;;;;;;1;;;638485;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
638537;55681001000130;CLUBE DE BOCHAS ORQUIDARIO;;1987-01-01 00:00:00;Clubes sociais, esportivos e similares;3999;3548500;Santos;35;SP;638537;;;1;;;;;;;;;638537;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
638538;55681183000140;PAULISTANO FUTEBOL CLUBE;;1987-01-01 00:00:00;Atividades esportivas nÃ£o especificadas anteriormente;3999;3548500;Santos;35;SP;638538;;;1;;;;;;;;;638538;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
638602;55681514000141;ASSOCIACAO DE FUNCIONARIOS DA COHAB SANTISTA ACOHAB ST;;1987-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;638602;;;;;;;;;1;;;638602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
638706;55685317000109;ELOS CLUBE DE SANTOS;;1988-01-01 00:00:00;Artes cÃªnicas, espetÃ¡culos e atividades complementares;3999;3548500;Santos;35;SP;638706;;;1;;;;;;;;;638706;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
639446;21370103000113;CENTRO INTEGRADO DE ASSISTENCIA A PESSOAS COM CANCER - CENIN;CENIN SEDE SOCIAL;2014-01-01 00:00:00;Atividades de assistÃªncia a idosos, deficientes fÃ­sicos, imunodeprimidos e convalescentes prestadas em residÃªncias coletivas e particulares;3999;3548500;Santos;35;SP;639446;;;;;1;;;;;;;639446;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
639456;21390487000136;LOJA MACONICA ATALAIA DE SANTOS N 3509;LOJA MACONICA ATALAIA DE SANTOS;2012-01-01 00:00:00;Atividades associativas nÃ£o especificadas anteriormente;3999;3548500;Santos;35;SP;639456;;;;;;1;;;;;1;639456;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;
639536;21365456000125;IGREJA EVANGELICA REMIDOS POR CRISTO MISSAO SHALIAH;IGREJA EVANGELICA REMIDOS POR CRISTO MISSAO SHALIAH;2014-01-01 00:00:00;Atividades de organizaÃ§Ãµes religiosas;3220;3548500;Santos;35;SP;639536;;;;;;1;;;;;;639536;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
639858;22023484000127;GAA GRUPO ACOLHE AUTISTMO;GAA GRUPO ACOLHE AUTISMO;2012-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;639858;;;;;;;;;1;;;639858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
642440;12968249000174;FEBRE - FABRICA ESCOLA DE BASQUETE DE RUA E EVENTOS;CUFA BAIXADA CENTRAL UNICA DAS FAVELAS BAIXADA SANTISTA;2010-01-01 00:00:00;Atividades de organizaÃ§Ãµes associativas ligadas Ã  cultura e Ã  arte;3999;3548500;Santos;35;SP;642440;;;1;;;;;;;;;642440;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
642704;13015507000160;IGREJA VIDEIRA SANTOS;IGREJA VIDEIRA SANTOS;2010-01-01 00:00:00;Atividades de organizaÃ§Ãµes religiosas;3220;3548500;Santos;35;SP;642704;;;;;;1;;;;;;642704;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
642799;13001218000102;ASSOCIACAO DO PLANO DE SAUDE DA SANTA CASA DE SANTOS;SANTA CASA SAUDE DE SANTOS;2010-01-01 00:00:00;Planos de saÃºde;3999;3548500;Santos;35;SP;642799;;;;;;;;;;1;;642799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
642825;13143663000107;INSTITUTO NAUTICO - BOMBORDO;INSTITUTO NAUTICO - BOMBORDO;2010-01-01 00:00:00;Atividades esportivas nÃ£o especificadas anteriormente;3999;3548500;Santos;35;SP;642825;;;1;;;;;;;;;642825;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
643307;13429151000101;INSTITUTO ETICA;;2011-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;643307;;;1;;;;;;1;;;643307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
643384;13555825000114;ASSOCIACAO DOS PERMISSIONARIOS DE QUIOSQUE DA ORLA DA PRAIA DE SANTOS E REGIAO;ASPEQUE;2011-01-01 00:00:00;Atividades de organizaÃ§Ãµes associativas profissionais;3999;3548500;Santos;35;SP;643384;;;;;;;1;;;;;643384;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;
643430;13617564000110;ASSOCIACAO COMUNITARIA DO BAIRRO DO MACUCO;ACBM;2011-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;643430;;;;;;;;;1;;;643430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
643435;13538306000148;ASSOCIACAO LEALDADE E CIVISMO;LEALDADE E CIVISMO;2010-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;643435;;;;;;;;;1;;;643435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
643511;13732188000104;ASSOCIACAO HABITACIONAL VILA SAPO;;2011-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;643511;;;;;;;;;1;;;643511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
643520;13666859000186;SOCIEDADE DE MELHORAMENTOS DA VILA PANTANAL;;2010-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;643520;;;;;;;;;1;;;643520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
643738;13851707000153;MISSOES URBANAS PROJETOS SOCIAIS;MUPS;2011-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;643738;;;;;;;;;1;;;643738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
643850;13827434000101;UNIAO SANTISTA ESPORTE CLUBE;UNIAO SANTISTA ESPORTE CLUBE;2011-01-01 00:00:00;Atividades associativas nÃ£o especificadas anteriormente;3999;3548500;Santos;35;SP;643850;;;;;;;;;;;1;643850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
643854;14037304000138;ASSOCIACAO PROJETO CENTRO AVANTE;CENTRO AVANTE;2011-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;643854;;;;;;;;;1;;;643854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
644046;19515098000148;ASSOCIACAO DE GINASTICA SANTISTA;AGIS;2013-01-01 00:00:00;Atividades associativas nÃ£o especificadas anteriormente;3999;3548500;Santos;35;SP;644046;;;;;;;;;;;1;644046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
644137;14126748000140;ASSOCIACAO CULTURAL QUILOA;QUILOA MARACATU;2011-01-01 00:00:00;Atividades de organizaÃ§Ãµes associativas ligadas Ã  cultura e Ã  arte;3999;3548500;Santos;35;SP;644137;;;1;;;;;;;;;644137;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
644271;19716290000100;ASSOCIACAO EDUCACIONAL E ASSISTENCIAL CASA MAGICA;CASAMAGICA;2013-01-01 00:00:00;EducaÃ§Ã£o infantil - creche;3999;3548500;Santos;35;SP;644271;;;;1;;;;;;;;644271;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
644281;19716431000187;ASSOCIACAO LOJA MACONICA ESTRELA DO ZENITE;ASSOCIACAO LOJA MACONICA ESTRELA DO ZENITE;2013-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;644281;;;;;;;;;1;;;644281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
644351;19686184000113;ASSOCIACAO DE MORADORES DOS MORROS DO FONTANA E BUFO;;2013-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;644351;;;;;;;;;1;;;644351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
644387;19710885000140;ASSOCIACAO CULTURAL MIGAKI;;2013-01-01 00:00:00;Atividades associativas nÃ£o especificadas anteriormente;3999;3548500;Santos;35;SP;644387;;;;;;;;;;;1;644387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
644554;19925754000180;ASSOCIACAO DE SAUDE SOCIOAMBIENTAL;ASSA - OSCIP;2013-01-01 00:00:00;Atividades de atenÃ§Ã£o Ã  saÃºde humana nÃ£o especificadas anteriormente;3999;3548500;Santos;35;SP;644554;;1;;;;;;;;;;644554;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
644602;19959203000138;ASSOCIACAO DE CRISTO PODER DO EVANGELHO;MINISTERIO DE CRISTO PODER DO EVANGELHO;2014-01-01 00:00:00;Atividades associativas nÃ£o especificadas anteriormente;3999;3548500;Santos;35;SP;644602;;;;;;;;;;;1;644602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
645073;20611555000187;EQUIPE BRASILEIRA DE ANTROPOLOGIA FORENSE E ODONTOLOGIA LEGAL EBRAFOL;EBRAFOL;2014-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;645073;;;;;;;;;1;;;645073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
645257;10655677000111;NUCLEO DE DESENVOLVIMENTO ESPIRITUAL EVOLUCAO;;2009-01-01 00:00:00;Atividades de organizaÃ§Ãµes religiosas;3999;3548500;Santos;35;SP;645257;;;;;;1;;;;;;645257;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
645296;10654045000133;NUCLEO DE APOIO A CRIANCA E AO ADOLESCENTE EM SITUACAO DE RISCO;ASSOCIACAO PEROLA;2008-01-01 00:00:00;Atividades associativas nÃ£o especificadas anteriormente;3999;3548500;Santos;35;SP;645296;;;;;;;;;;;1;645296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
645356;10646845000102;INSTITUTO SEMENTE PRECIOSA;;2008-01-01 00:00:00;Atividades de associaÃ§Ãµes de defesa de direitos sociais;3999;3548500;Santos;35;SP;645356;;;;;;;;;1;;;645356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
