cnpj;tx_razao_social_osc;tx_nome_fantasia_osc;cd_natureza_juridica_osc;dt_fundacao_osc;situacao_cadastral;tx_endereco_completo;cd_municipio;municipio_nome;UF_Sigla;longitude;latitude;cnae;Area_Assistencia_social;Area_Associacoes_patronais_e_profissionais;Area_Cultura_e_recreacao;Area_Desenvolvimento_e_defesa_de_direitos_e_interesses;Area_Educacao_e_pesquisa;Area_Outras_atividades_associativas;Area_Religiao;Area_Saude;SubArea_Assistencia_social;SubArea_Associacoes_de_atividades_nao_especificadas_anteriormente;SubArea_Associacoes_de_produtores_rurais_pescadores_e_similares;SubArea_Associacoes_empresariais_e_patronais;SubArea_Associacoes_profissionais;SubArea_Atividades_de_apoio_a_educacao;SubArea_Cultura_e_arte;SubArea_Desenvolvimento_e_defesa_de_direitos;SubArea_Educacao_infantil;SubArea_Educacao_profissional;SubArea_Ensino_fundamental;SubArea_Ensino_superior;SubArea_Esportes_e_recreacao;SubArea_Estudos_e_pesquisas;SubArea_Hospitais;SubArea_Outras_formas_de_educacao_ensino;SubArea_Outros_servicos_de_saude;SubArea_Religiao
23549492000174;IGREJA EVANGELICA MINISTERIO DISCIPULOS;IGREJA EVANGELICA MINISTERIO DISCIPULOS;3220;2015-10-20;Ativa;AVENIDA NOSSA SENHORA DE FATIMA893, CHICO DE PAULA, Santos, SP, 11085203;3548500.0;SANTOS;SP;-46,3652231489996;-23,9404196779996;94910;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
23900683000139;ASSOCIACAO DE INSTRUTORES PEDIATRICOS DO CONCEITO BOBATH - BRASIL - ACONBOBATH - BRASIL;;3999;2015-11-03;Ativa;RUA PIAUI55/82, POMPEIA, Santos, SP, 11065420;3548500.0;SANTOS;SP;-46,3431532249996;-23,9649018959996;85996;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
23817586000187;CEU REINADO DA CORUJA;;3220;2015-11-04;Ativa;RUA 0728, CAIBURA, Santos, SP, 11210000;3548500.0;SANTOS;SP;-46,3547486359996;-23,9592670689996;94910;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
3439009000191;INSTITUTO METROPOLITANO DE PESQUISA E ANALISE REGIONAL - IMPAR;IMPAR;3999;1999-06-24;Inapta;AVENIDA DR MOURA RIBEIRO27, MARAPE, Santos, SP, 11070151;3548500.0;SANTOS;SP;-46,3478679159996;-23,9524331489996;94308;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
68018555000102;SOS PRAIAS E BAIXADA SANTISTA;SOS PRAIAS;3999;1992-10-22;Inapta;RUA ALVARES DE AZEVEDO40, A, BOQUEIRAO, Santos, SP, 11045130;3548500.0;SANTOS;SP;-46,3206293689996;-23,9658411559996;94308;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44988178000168;ASSOCIACAO DOS ORQUIDOFILOS DE SANTOS;;3999;1972-11-30;Ativa;RUA EVARISTO DA VEIGA182, CAMPO GRANDE, Santos, SP, 11075660;3548500.0;SANTOS;SP;-46,3365949989996;-23,9583876279996;94308;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2793805000165;ASSOCIACAO FABRICA DE SOLIDARIEDADE;;3999;1998-10-15;Ativa;AVENIDA NOSSA SENHORA DA ASSUNCAOS/N, LIGACAO 501 - ALTOS, MORRO SAO BENTO, Santos, SP, 11082200;3548500.0;SANTOS;SP;-46,3340584159996;-23,9374829049996;85112;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18290268000170;ASSOCIACAO HOSPITALAR CASA DE SAUDE DE SANTOS;;3999;2013-04-15;Ativa;RUA ARMANDO SALES DE OLIVEIRA131, BOQUEIRAO, Santos, SP, 11050071;3548500.0;SANTOS;SP;-46,3249493379996;-23,9621159619996;86101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
34053942000400;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;;3069;1990-12-20;Suspensa;AVENIDA CONSELHEIRO NEBIAS754, SALA  1310 E 1311, BOQUEIRAO, Santos, SP, 11045002;3548500.0;SANTOS;SP;-46,3235561469996;-23,9651768559996;65413;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46170494000153;ASSOCIACAO DE PAIS PRO CENTRO DE REC DE EXCEPCIONAIS;;3999;1974-11-21;Ativa;AVENIDA RANGEL PESTANA399, ANEXO 439, CENTRO, Santos, SP, 11013553;3548500.0;SANTOS;SP;-46,3326805739996;-23,9427262099996;94308;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19858263000164;TENDA DE UMBANDA DIVINDADES DE OLORUM;TENDA DE UMBANDA DIVINDADE DE OLORUM;3220;2013-01-10;Inapta;AVENIDA SENADOR FEIJO504, VILA MATHIAS, Santos, SP, 11015505;3548500.0;SANTOS;SP;-46,3264618429996;-23,9447979589996;94910;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
60982352003307;ASSOCIACAO BRASILEIRA DE EDUCACAO E CULTURA -ABEC;CENTRO SOCIAL MARISTA LAR FELIZ;3999;1988-12-22;Ativa;RUA HENRIQUE PORCHAT22, VL.NOVA, Santos, SP, 11013510;3548500.0;SANTOS;SP;-46,3239723999996;-23,9409014189996;94995;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2082783000125;LOJA MACONICA AMIGOS DA VERDADE;LOJA MACONICA AMIGOS DA VERDADE;3999;1997-05-24;Ativa;RUA CAMPOS MELO120, VILA NOVA, Santos, SP, 11015010;3548500.0;SANTOS;SP;-46,3204086829996;-23,9467294079996;94308;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
20523058000127;ASSOCIACAO PAULISTA DOS TRANSPORTADORES AUTONOMOS;A.P.T.A.;3999;2014-06-10;Ativa;RUA FREI GASPAR51, CONJ  104, CENTRO, Santos, SP, 11010091;3548500.0;SANTOS;SP;-46,3303803619996;-23,9342359909996;94111;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20531361000171;ASSOCIACAO SHUGYO DOJO DE ESTUDO DO AIKIDO;;3999;2014-06-03;Ativa;AVENIDA PEDRO LESSA2218, APARECIDA, Santos, SP, 11025002;3548500.0;SANTOS;SP;-46,3046341349996;-23,9741415429996;94936;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5543915000167;CASA DE UMBANDA CONFIA E CAMINHA;;3999;2002-12-06;Inapta;RUA SAO FRANCISCO77, SALA 02, CENTRO, Santos, SP, 11013201;3548500.0;SANTOS;SP;-46,3256226089996;-23,9370057769996;94910;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1652234000186;ASSOCIACAO DE MESATENISTAS DA BAIXADA SANTISTA;AMBS;3999;1996-08-01;Inapta;AVENIDA SENADOR FEIJO191, SALA  15, CENTRO, Santos, SP, 11015503;3548500.0;SANTOS;SP;-46,3276266339996;-23,9537950759996;93191;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
44966240000110;IGREJA CEM PORCENTO VIDA;IGREJA CEM PORCENTO VIDA - SANTOS;3999;1991-01-15;Ativa;RUA LIBERDADE442, EMBARE, Santos, SP, 11025031;3548500.0;SANTOS;SP;-46,3125940739996;-23,9653567239996;94910;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
8259265000110;IGREJA PENTECOSTAL ''EXPLOSAO DE AVIVAMENTO'';;3999;2006-03-21;Ativa;RUA CAMPOS MELO41, B, VILA MATHIAS, Santos, SP, 11015011;3548500.0;SANTOS;SP;-46,3204086829996;-23,9467294079996;94910;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
8389524000128;CAMINHO DA GRACA - ESTACAO SANTOS;CAMINHO DA GRACA - ESTACAO SANTOS;3999;2006-09-14;Ativa;AVENIDA DOUTOR PEDRO LESSA1640, SALA 308, APARECIDA, Santos, SP, 11025001;3548500.0;SANTOS;SP;-46,2980898149996;-23,9785606419996;94910;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
6863042000132;ASSOCIACAO MEDICO-ESPIRITA DE SANTOS;;3999;2004-05-25;Ativa;AVENIDA CONSELHEIRO NEBIAS793, SALA  22, BOQUEIRAO, Santos, SP, 11045003;3548500.0;SANTOS;SP;-46,3235561469996;-23,9651768559996;94910;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
61137543001545;IGREJA EVANGELICA LUTERANA DE SAO PAULO;PAROQUIA SANTOS;3999;1989-05-02;Ativa;AVENIDA GAL FRANCISCO GLICERIO626, JOSE MENINO, Santos, SP, 11065400;3548500.0;SANTOS;SP;-46,3296043729996;-23,9583701349996;94910;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
58259607000170;IGREJA EVANGELICA CONGREGACIONAL DE SANTOS;;3220;1960-06-27;Ativa;RUA VISCONDE DE CAIRU172, CAMPO GRANDE, Santos, SP, 11075701;3548500.0;SANTOS;SP;-47,2655596609996;-23,2207654749996;94910;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
29744778859791;IGREJA UNIVERSAL DO REINO DE DEUS;;3220;2015-03-05;Ativa;"AVENIDA PREFEITO DOUTOR ANTONIO MANOEL DE CARVALHO1516, LOTE: 001; SETOR: 18; QUADRA: 021;, MORRO NOVA CINTRA, Santos, SP, 11080100";3548500.0;SANTOS;SP;-46,3542902319996;-23,9512552609996;94910;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
22594471000108;GREMIO 24 DE AGOSTO;;3999;2015-05-21;Inapta;RUA SETE DE SETEMBRO73, VILA NOVA, Santos, SP, 11013350;3548500.0;SANTOS;SP;-46,3204122719996;-23,9406130019996;94308;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23319589000190;GREMIO RECREATIVO CONDOMINIO CLUBE  XV - G.R.C.XV;GREMIO RECREATIVO CONDOMINIO CLUBE XV - G.R.C.XV;3999;2015-09-09;Inapta;AVENIDA VICENTE DE CARVALHO50,       PISO TECNICO, BOQUEIRAO, Santos, SP, 11045500;3548500.0;SANTOS;SP;-46,3266511309996;-23,9717193819996;93123;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
15168668000110;ASSOCIACAO DE EX-ALUNOS DOS CURSOS DE ADMINISTRACAO, CIENCIAS CONTABEIS E CIENCIAS ECONOMICAS DA UNIVERSIDADE CATOLICA DE SANTOS;ASSOCIACAO DE EX-ALUNOS DA UNISANTOS;3999;2011-08-05;Inapta;AVENIDA CONSELHEIRO NEBIAS300, VILA MATHIAS, Santos, SP, 11015002;3548500.0;SANTOS;SP;-46,3215820859996;-23,9445386979996;94120;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13555825000114;ASSOCIACAO DOS PERMISSIONARIOS DE QUIOSQUE DA ORLA DA PRAIA DE SANTOS E REGIAO;ASPEQUE;3999;2011-03-02;Inapta;PRACA LIONS CLUBE157, VALONGO, Santos, SP, 11010320;3548500.0;SANTOS;SP;-46,3360454629996;-23,9317549049996;94120;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13617564000110;ASSOCIACAO COMUNITARIA DO BAIRRO DO MACUCO;ACBM;3999;2011-04-26;Inapta;RUA VINTE E OITO DE SETEMBRO308, MACUCO, Santos, SP, 11015110;3548500.0;SANTOS;SP;-46,3160366829996;-23,9573568639996;94308;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13666859000186;SOCIEDADE DE MELHORAMENTOS DA VILA PANTANAL;;3999;2010-11-04;Ativa;RUA UMSN,       VILA PANTANAL, SABOO, Santos, SP, 11085000;3548500.0;SANTOS;SP;-46,3547957299996;-23,9592952539996;94308;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13827434000101;UNIAO SANTISTA ESPORTE CLUBE;UNIAO SANTISTA ESPORTE CLUBE;3999;2011-06-08;Inapta;RUA DOUTOR ARTUR PORCHAT DE ASSIS14,       386, BOQUEIRAO, Santos, SP, 11045540;3548500.0;SANTOS;SP;-46,3255154059996;-23,9707769819996;94995;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19515098000148;ASSOCIACAO DE GINASTICA SANTISTA;AGIS;3999;2013-10-29;Inapta;AVENIDA WASHINGTON LUIS152, APT   55, ENCRUZILHADA, Santos, SP, 11050200;3548500.0;SANTOS;SP;-46,3259424239996;-23,9519976079996;94995;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19716290000100;ASSOCIACAO EDUCACIONAL E ASSISTENCIAL CASA MAGICA;CASAMAGICA;3999;2013-12-23;Ativa;RUA RICARDO PINTO200,       202, APARECIDA, Santos, SP, 11035171;3548500.0;SANTOS;SP;-46,3061098589996;-23,9802781329996;85112;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19716431000187;ASSOCIACAO LOJA MACONICA ESTRELA DO ZENITE;ASSOCIACAO LOJA MACONICA ESTRELA DO ZENITE;3999;2013-11-05;Inapta;RUA SILVA JARDIM62, VILA MATHIAS, Santos, SP, 11015020;3548500.0;SANTOS;SP;-46,3193711909996;-23,9502325699996;94308;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
19710885000140;ASSOCIACAO FISICARDIO SANTOS;;3999;2013-11-18;Ativa;RUA MACHADO DE ASSIS, 434, APT   191, BOQUEIRAO, Santos, SP, 11050060;3548500.0;SANTOS;SP;-46,32711;-23,962599;86607;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
10654045000133;NUCLEO DE APOIO A CRIANCA E AO ADOLESCENTE EM SITUACAO DE RISCO;ASSOCIACAO PEROLA;3999;2008-10-24;Inapta;RUA DOUTOR GUEDES COELHO37/32, ENCRUZILHADA, Santos, SP, 11050231;3548500.0;SANTOS;SP;-46,3270171459996;-23,9536653109996;94995;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10767779000129;ONG GALINHO DE OURO;FUNDACAO GALINHO DE OURO;3999;2009-03-03;Ativa;RUA ROBERTO SANDALL111, CONJ  71, PONTA DA PRAIA, Santos, SP, 11030530;3548500.0;SANTOS;SP;-46,3074420479996;-23,9848434579996;94308;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10992681000175;ASSOCIACAO ESPIRITA RECANTO DA PAZ FRANCISCO DE ASSIS;REPAZ FRANCISCO DE ASSIS;3999;2009-07-23;Ativa;RUA PEDRO DE CASTRO ROCHA133, JD SAO MANOEL, Santos, SP, 11095020;3548500.0;SANTOS;SP;-46,3798260889996;-23,9275732529996;94995;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11061995000117;PROJETO CULTURA DE RUA;PROCURU;3999;2009-04-28;Ativa;RUA  GOVERNADOR ROBERTO SILVEIRA25, JARDIM RADIO CLUBE, Santos, SP, 11088340;3548500.0;SANTOS;SP;-46,3836692519996;-23,9375507629996;94308;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11227223000102;GRUPO SOCORRISTA CASA DE FRANCISCO;CASA DE FRANCISCO;3999;2009-10-01;Ativa;RUA EUCLIDES DA CUNHA223, POMPEIA, Santos, SP, 11065101;3548500.0;SANTOS;SP;-46,3422081329996;-23,9651095739996;94910;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11206714000177;ASSOCIACAO FILHOS DA BAIANA;;3999;2009-07-23;Ativa;RUA CAMPOS MELLO, 476, , ENCRUZILHADA, Santos, SP, 11015012;3548500.0;SANTOS;SP;-46,321331;-23,955852;94910;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11417666000166;ASSOCIACAO INDEPENDENTE ANJOS DO SENHOR;;3999;2009-12-10;Ativa;RUA COMENDADOR ALFAIA RODRIGUES330, APARECIDA, Santos, SP, 11025152;3548500.0;SANTOS;SP;-46,3046902039996;-23,9732148419996;88006;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11438416000102;CENTRO DE DIREITOS HUMANOS DA BAIXADA SANTISTA IRMA MARIA DOLORES;CDH IRMA MARIA DOLORES;3999;2009-12-02;Ativa;AVENIDA ANA COSTA340, GONZAGA, Santos, SP, 11060002;3548500.0;SANTOS;SP;-46,3325441589996;-23,9648821599996;94308;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11631891000109;CLUBE DE FUTEBOL AMERICANO TSUNAMI;;3999;2010-02-11;Ativa;AVENIDA REI ALBERTO I315, APT   54, PONTA DA PRAIA, Santos, SP, 11030381;3548500.0;SANTOS;SP;-46,3009044549996;-23,9882869639996;93191;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
11599493000144;ASSOCIACAO PARA SUSTENTABILIDADE AMBIENTAL E SOCIAL - ASAS;ASSOCIACAO ASAS;3999;2010-01-28;Inapta;RUA TREZE3603, ANEXO CA 4, MORRO DA NOVA CINTRA, Santos, SP, 11080000;3548500.0;SANTOS;SP;-46,3546966809996;-23,9592373709996;94995;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3522244000122;MISSAO VIDAS RESTAURADAS EM CRISTO JESUS;;3999;1999-11-16;Ativa;PRAÃA TEREZA CRISTINA32, PAQUETA, Santos, SP, 11015475;3548500.0;SANTOS;SP;-46,3230733329996;-23,9426865649996;87204;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3454848000189;GECAL-GRUPO ESPIRITA DA CARIDADE E LUZ;GECAL-GRUPO ESPIRITA DA CARIDADE E LUZ;3999;1999-09-16;Ativa;RUA COMENDADOR ALFAIA RODRIGUES358, APTO.32, APARECIDA, Santos, SP, 11025152;3548500.0;SANTOS;SP;-46,3046902039996;-23,9732148419996;94308;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
3640883000192;ROTARY DE SANTOS MONTE SERRAT;;3999;1999-10-25;Ativa;AVENIDA DONA ANA COSTA151, COBERTURA SALA C-2, VILA MATHIAS, Santos, SP, 11060001;3548500.0;SANTOS;SP;-46,3308607569996;-23,9511287699996;94308;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3648710000110;ASSOCIACAO DE CAPOEIRA NOVA VISAO;CAPOEIRA NOVA VISAO;3999;1999-10-22;Ativa;RUA ALMIRANTE BARROSO32, AP. 04, CAMPO GRANDE, Santos, SP, 11075440;3548500.0;SANTOS;SP;-46,3366322289996;-23,9579467049996;93191;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
15156885000190;IGREJA EVANGELICA JESUS CRISTO O BOM PASTOR;;3220;2011-12-22;Ativa;RUA DUQUE DE CAXIAS04, CAMPO GRANDE, Santos, SP, 11075680;3548500.0;SANTOS;SP;-46,3414092689996;-23,9599884969996;94910;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
3717313000153;MINISTERIO EVANGELICO ASSEMBLEIA DE DEUS VIDA NOVA;;3220;2000-03-21;Ativa;RUA MANOEL TOURINHO171, MACUCO, Santos, SP, 11015031;3548500.0;SANTOS;SP;-46,3185902679996;-23,9550006389996;94910;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
3847174000182;SOCIEDADE CULTURAL HELLENICA PAIDEIA;;3999;2000-03-24;Ativa;RUA JOSE RICARDO29/37, SEGUNDO ANDAR, CENTRO, Santos, SP, 11010190;3548500.0;SANTOS;SP;-46,3317031309996;-23,9318349109996;94308;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3890545000109;ASSOCIACAO DOS ARTISTAS;;3999;2000-06-08;Ativa;AVENIDA CONSELHEIRO NEBIAS, 756, CONJ  2422, BOQUEIRAO, Santos, SP, 11045002;3548500.0;SANTOS;SP;-46,323891;-23,967401;94120;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4052571000120;GREMIO RECREATIVO OLIVEIRA REPAROS DE CONTAINERS;GREMIO RECREATIVO OLIVEIRA REPAROS DE CONTAINERS;3999;2000-09-04;Ativa;AVENIDA DONA ANA COSTA482, CJ. 1014, GONZAGA, Santos, SP, 11060002;3548500.0;SANTOS;SP;-46,3325441589996;-23,9648821599996;93191;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
